dataset,task,task_type,method,split,metric_name,metric_value,ci_lower,ci_upper,n_folds,cell_deg,feature_dim,n_samples,n_test,seed,model_name,model_target
pdfm-conus27,Percent_Person_ReceivedDentalVisit,regression,linear,random,r2,0.5055268029449781,0.4969427067745904,0.5141108991153658,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithAsthma,regression,linear,random,r2,0.49886227143917894,0.4898663156007083,0.5078582272776495,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithChronicKidneyDisease,regression,linear,random,r2,0.2729091246065803,0.2578016095663218,0.28801663964683877,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithArthritis,regression,linear,random,r2,0.40694401428926186,0.3971020099713358,0.4167860186071879,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithChronicObstructivePulmonaryDisease,regression,linear,random,r2,0.5185994232371502,0.510486101110498,0.5267127453638025,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication,regression,linear,random,r2,0.21834071375264194,0.20363440191401483,0.23304702559126905,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_Obesity,regression,linear,random,r2,0.5435085178455086,0.5323862279367789,0.5546308077542382,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_SleepLessThan7Hours,regression,linear,random,r2,0.5350813872162387,0.5252710535977374,0.5448917208347399,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_Smoking,regression,linear,random,r2,0.5106876100829381,0.5016070518136856,0.5197681683521905,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Median_Income_Household,regression,linear,random,r2,0.34515314953681625,0.33842307168159386,0.35188322739203864,5,10.0,256,35157,34835,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied,regression,linear,random,r2,0.6173806499980035,0.6026263799987379,0.632134919997269,5,10.0,256,35157,34609,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,night_lights_log10,regression,linear,random,r2,0.4460608967581884,0.4398312367172821,0.4522905567990947,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,population_density_log10,regression,linear,random,r2,0.5357984025506273,0.5294276294484269,0.5421691756528276,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,tree_cover,regression,linear,random,r2,0.7197828804594275,0.7144243097062268,0.7251414512126282,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,elevation,regression,linear,random,r2,0.9309960903355956,0.9275115565405608,0.9344806241306304,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithHighCholesterol,regression,linear,spatial,r2,-0.16383720822715792,-0.3759556766872093,0.0482812602328935,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithPhysicalHealthNotGood,regression,linear,spatial,r2,-0.2967828639197278,-0.8463483014413538,0.2527825736018982,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithStroke,regression,linear,spatial,r2,-0.09502015911656458,-0.316706259039019,0.12666594080588983,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_BingeDrinking,regression,linear,spatial,r2,-0.08167126342812284,-0.244211906899437,0.08086938004319133,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_PhysicalInactivity,regression,linear,spatial,r2,-0.032874112000276276,-0.2906234058769715,0.22487518187641892,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_ReceivedAnnualCheckup,regression,linear,spatial,r2,0.3579113810387325,0.07471393576182966,0.6411088263156353,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithCancerExcludingSkinCancer,regression,linear,spatial,r2,-0.022980302735922286,-0.07772164936643705,0.03176104389459247,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithDiabetes,regression,linear,spatial,r2,-0.08203782055383815,-0.2923528954033696,0.12827725429569334,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithMentalHealthNotGood,regression,linear,spatial,r2,-0.2450518301365286,-0.4085494343090864,-0.0815542259639708,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithCoronaryHeartDisease,regression,linear,spatial,r2,-0.0668666253259983,-0.2721456163975058,0.1384123657455092,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithHighBloodPressure,regression,linear,spatial,r2,0.004243051352844485,-0.2869901129737429,0.29547621567943183,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_ReceivedCholesterolScreening,regression,linear,spatial,r2,-0.319590101625621,-0.9760414553827401,0.33686125213149815,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_ReceivedDentalVisit,regression,linear,spatial,r2,-0.0804644815779754,-0.3783250248485762,0.21739606169262546,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithAsthma,regression,linear,spatial,r2,-0.19431697913381157,-0.2941043371046142,-0.09452962116300896,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithChronicKidneyDisease,regression,linear,spatial,r2,-0.08698784766852816,-0.2526437422498325,0.07866804691277618,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithArthritis,regression,linear,spatial,r2,-0.021731296563817913,-0.2773177447621354,0.23385515163449958,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_WithChronicObstructivePulmonaryDisease,regression,linear,spatial,r2,-0.17153088411330253,-0.5661266802276943,0.2230649120010892,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_18OrMoreYears_WithHighBloodPressure_ReceivedTakingBloodPressureMedication,regression,linear,spatial,r2,-0.005995142026252687,-0.1333477548824721,0.12135747082996674,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_Obesity,regression,linear,spatial,r2,-0.17057995263475295,-0.6977627488496865,0.35660284358018063,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_SleepLessThan7Hours,regression,linear,spatial,r2,0.08319402238668103,-0.03387816730053367,0.20026621207389572,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Percent_Person_Smoking,regression,linear,spatial,r2,-0.23648022555947784,-0.7410421641265399,0.26808171300758415,5,10.0,256,35157,34894,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Median_Income_Household,regression,linear,spatial,r2,-0.07994248893416762,-0.35039280064363326,0.19050782277529804,5,10.0,256,35157,34835,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,Median_HomeValue_HousingUnit_OccupiedHousingUnit_OwnerOccupied,regression,linear,spatial,r2,-0.18770137997281472,-0.6639907924916445,0.28858803254601506,5,10.0,256,35157,34609,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,night_lights_log10,regression,linear,spatial,r2,-0.034778572786912564,-0.205166665984726,0.13560952041090085,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,population_density_log10,regression,linear,spatial,r2,0.061775476607851584,-0.10215989064245974,0.22571084385816292,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,tree_cover,regression,linear,spatial,r2,0.4608485894302789,0.3676224013425352,0.5540747775180226,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
pdfm-conus27,elevation,regression,linear,spatial,r2,0.4272877188933387,0.05103983515002436,0.8035356026366531,5,10.0,256,35157,35157,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-air-temp,air_temperature,regression,linear,random,r2,0.8338789777933142,0.8264460101459,0.8413119454407284,5,10.0,256,3076,3076,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-air-temp,air_temperature,regression,linear,spatial,r2,0.7597329860757835,0.7187703899096329,0.8006955822419342,5,10.0,256,3076,3076,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
california-housing,median_house_value,regression,linear,random,r2,0.4739146963941576,0.4646785277854974,0.48315086500281784,5,10.0,256,20640,20640,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
california-housing,median_house_value,regression,linear,spatial,r2,-4.373058299179527,-8.241341903947585,-0.5047746944114682,5,10.0,256,20640,20640,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-country,country,classification,knn5,random,accuracy,0.9652677756391436,0.9633793785456527,0.9671561727326344,5,10.0,256,33053,33053,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-country,country,classification,linear,random,accuracy,0.8192294478416443,0.8151792513061065,0.8232796443771822,5,10.0,256,33053,33053,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-country,country,classification,knn5,spatial,accuracy,0.8275540849692169,0.7976352727731336,0.8574728971653002,5,10.0,256,33053,33053,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-country,country,classification,linear,spatial,accuracy,0.6598407864570618,0.6181106396289405,0.701570933285183,5,10.0,256,33053,33053,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,knn5,random,accuracy,0.858314376261997,0.8544261821485107,0.8622025703754833,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,linear,random,accuracy,0.7049817919731141,0.6983763209638385,0.7115872629823896,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,knn5,spatial,accuracy,0.6616646522745564,0.6344313934953645,0.6888979110537483,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-ecoregion,ecoregion_class_index,classification,linear,spatial,accuracy,0.4841398000717163,0.44788760855109266,0.52039199159234,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-biome,biome_class_index,classification,knn5,random,accuracy,0.9308798699608433,0.9293506695068443,0.9324090704148422,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-biome,biome_class_index,classification,linear,random,accuracy,0.8530091285705567,0.847973548907676,0.8580447082334374,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-biome,biome_class_index,classification,knn5,spatial,accuracy,0.8527582466104819,0.8423674055259709,0.863149087694993,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-biome,biome_class_index,classification,linear,spatial,accuracy,0.783636212348938,0.7640267306962374,0.8032456940016386,5,10.0,256,32798,32798,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-population,log_population,regression,linear,random,r2,0.6843292301025157,0.6773703240798347,0.6912881361251967,5,10.0,256,74512,74512,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-population,log_population,regression,linear,spatial,r2,0.5768701154693654,0.4588676597950426,0.6948725711436882,5,10.0,256,74512,74512,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-elevation,elevation,regression,linear,random,r2,0.6684025561198617,0.6611459701476522,0.6756591420920711,5,10.0,256,100000,99995,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
satclip-elevation,elevation,regression,linear,spatial,r2,0.5077359943612932,0.4028724830614998,0.6125995056610867,5,10.0,256,100000,99995,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
sustainbench-asset,asset_index,regression,linear,official,r2,0.48687982459408474,0.48687982459408474,0.48687982459408474,1,10.0,256,86936,86936,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
sustainbench-water,water_index,regression,linear,official,r2,0.3388693315623056,0.3388693315623056,0.3388693315623056,1,10.0,256,87938,87938,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
sustainbench-sanitation,sanitation_index,regression,linear,official,r2,0.42990486075134515,0.42990486075134515,0.42990486075134515,1,10.0,256,89271,89271,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
sustainbench-child_mortality,under5_mort,regression,linear,official,r2,0.2374674684171889,0.2374674684171889,0.2374674684171889,1,10.0,256,105582,105582,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
sustainbench-women_edu,women_edu,regression,linear,official,r2,0.478920566169996,0.478920566169996,0.478920566169996,1,10.0,256,117062,117062,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
sustainbench-women_bmi,women_bmi,regression,linear,official,r2,0.6337347337557924,0.6337347337557924,0.6337347337557924,1,10.0,256,94866,94866,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-cropharvest,crop_type,classification,knn5,random,accuracy,0.5658333333333333,0.5494797933005166,0.58218687336615,5,10.0,256,3600,3600,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-cropharvest,crop_type,classification,linear,random,accuracy,0.4741666793823242,0.46276086263255134,0.4855724961320971,5,10.0,256,3600,3600,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-cropharvest,crop_type,classification,knn5,spatial,accuracy,0.1604872856834224,0.015551344533629219,0.3054232268332156,5,10.0,256,3600,3600,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-cropharvest,crop_type,classification,linear,spatial,accuracy,0.18962679672986268,0.053535561000904064,0.3257180324588213,5,10.0,256,3600,3600,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-biomass,biomass,regression,linear,random,r2,0.38811977907600514,0.36775939571870764,0.40848016243330265,5,10.0,256,18393,18393,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-biomass,biomass,regression,linear,spatial,r2,0.2821168346426039,0.23557147064637912,0.3286621986388287,5,10.0,256,18393,18393,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,water,regression,linear,random,r2,0.05694076323039989,0.04754943325236049,0.0663320932084393,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,trees,regression,linear,random,r2,0.513595947609398,0.5015048390593286,0.5256870561594673,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,grass,regression,linear,random,r2,0.23459005584801734,0.20782459970441636,0.26135551199161833,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,flooded_vegetation,regression,linear,random,r2,0.11701360490340713,0.08963217211814187,0.1443950376886724,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,crops,regression,linear,random,r2,0.3268184483788861,0.3025663630895829,0.35107053366818924,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,shrub_and_scrub,regression,linear,random,r2,0.47317096864392666,0.44632673274616474,0.5000152045416886,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,built,regression,linear,random,r2,0.06090783427608093,0.0414713903995047,0.08034427815265716,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,bare,regression,linear,random,r2,0.7743139539035525,0.7657172513152007,0.7829106564919043,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,snow_and_ice,regression,linear,random,r2,0.7893492842828336,0.7839460747515565,0.7947524938141106,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,water,regression,linear,spatial,r2,0.04520292993094972,0.02738099767295068,0.06302486218894876,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,trees,regression,linear,spatial,r2,0.47189741639549254,0.43983998215574,0.5039548506352451,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,grass,regression,linear,spatial,r2,0.18890195906575286,0.13011756151864876,0.24768635661285696,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,flooded_vegetation,regression,linear,spatial,r2,0.09529699068640647,0.07121138450110513,0.11938259687170781,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,crops,regression,linear,spatial,r2,0.2838094274827593,0.27336670340794855,0.29425215155757,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,shrub_and_scrub,regression,linear,spatial,r2,0.41997255753982055,0.39043126003009215,0.44951385504954894,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,built,regression,linear,spatial,r2,0.026943138891430206,-0.005241107159424871,0.05912738494228528,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,bare,regression,linear,spatial,r2,0.7036593740534938,0.6640659348064629,0.7432528133005246,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-landcover,snow_and_ice,regression,linear,spatial,r2,0.7094490303875622,0.6668902216459208,0.7520078391292037,5,10.0,256,10000,10000,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_01,regression,linear,random,r2,0.8892836377540766,0.8853969152255436,0.8931703602826095,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_02,regression,linear,random,r2,0.7276686115736813,0.7258656989701349,0.7294715241772278,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_03,regression,linear,random,r2,0.8809946012936599,0.8752963632836249,0.8866928393036949,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_04,regression,linear,random,r2,0.8971418219212319,0.8926895627901712,0.9015940810522927,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_05,regression,linear,random,r2,0.7990871202761028,0.7911414610977995,0.8070327794544062,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_06,regression,linear,random,r2,0.9025031867105859,0.8977890004829531,0.9072173729382188,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_07,regression,linear,random,r2,0.8782055234646352,0.8727107906286251,0.8837002563006453,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_08,regression,linear,random,r2,0.70349732895444,0.6986856119111277,0.7083090459977522,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_09,regression,linear,random,r2,0.8453713241512816,0.8383156323750593,0.8524270159275038,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_10,regression,linear,random,r2,0.8130064340326653,0.8066366158735752,0.8193762521917554,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_11,regression,linear,random,r2,0.9070768063063024,0.902934099419338,0.9112195131932668,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_12,regression,linear,random,r2,0.7408759666754929,0.7359331721114164,0.7458187612395695,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_13,regression,linear,random,r2,0.6827290310228475,0.6639335417686945,0.7015245202770006,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_14,regression,linear,random,r2,0.5526449459746918,0.5423879877752054,0.5629019041741783,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_15,regression,linear,random,r2,0.617482361244714,0.6115512314154093,0.6234134910740187,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_16,regression,linear,random,r2,0.7051527819588903,0.6932275255565447,0.717078038361236,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_17,regression,linear,random,r2,0.5744317899492211,0.5632365852724726,0.5856269946259696,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_18,regression,linear,random,r2,0.6084075863949099,0.595364295145952,0.6214508776438677,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_19,regression,linear,random,r2,0.49180970956689507,0.4756940735927777,0.5079253455410124,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_01,regression,linear,spatial,r2,0.8381192969855185,0.812462806377734,0.8637757875933029,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_02,regression,linear,spatial,r2,0.6098482584285252,0.5715563482994193,0.6481401685576311,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_03,regression,linear,spatial,r2,0.8200190586497553,0.7828394862591763,0.8571986310403343,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_04,regression,linear,spatial,r2,0.8426253305391438,0.8189350435276707,0.8663156175506169,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_05,regression,linear,spatial,r2,0.7081995443617763,0.6726212976069077,0.743777791116645,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_06,regression,linear,spatial,r2,0.8557591627430865,0.834667327563962,0.876850997922211,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_07,regression,linear,spatial,r2,0.8200261273294078,0.790959633366744,0.8490926212920716,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_08,regression,linear,spatial,r2,0.5661423534154024,0.49696240872381964,0.6353222981069852,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_09,regression,linear,spatial,r2,0.765425588575412,0.7377178655303432,0.7931333116204807,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_10,regression,linear,spatial,r2,0.7319931185192055,0.6998336500501207,0.7641525869882902,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_11,regression,linear,spatial,r2,0.8613079628419775,0.8394967033072958,0.8831192223766593,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_12,regression,linear,spatial,r2,0.6503181603202943,0.5919071381142376,0.7087291825263511,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_13,regression,linear,spatial,r2,0.6046336878692048,0.5415266073663427,0.6677407683720669,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_14,regression,linear,spatial,r2,0.3263762340306021,0.21127935436265122,0.441473113698553,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_15,regression,linear,spatial,r2,0.397021220199721,0.3125822886908774,0.48146015170856465,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_16,regression,linear,spatial,r2,0.6232458469563265,0.5755451925372589,0.670946501375394,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_17,regression,linear,spatial,r2,0.36205457961435955,0.2509914708657768,0.4731176883629423,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
bt-bioclim,bioclim_18,regression,linear,spatial,r2,0.4910823853039332,0.43697525991158925,0.5451895106962772,5,10.0,256,9681,9681,0,satclip,torchgeo_bench.coordbench.models.SatCLIPLocationEncoder
